ID,Category,Company,date,headline,link,Sentiment,Positive Score,Negative Score,Neutral Score,Mixed Score
1108,Social Media,Twitter,20190307,on irresponsible twitter use ,https://www.wsj.com/articles/on-irresponsible-twitter-use-11552003412,NEGATIVE,0.000667278,0.951875031,0.047453906,3.70E-06
1109,E-commerce,Walmart,20190307,edward lamperts new sears faces legal troubles ,https://www.wsj.com/articles/edward-lamperts-new-sears-faces-legal-troubles-11551997242,NEUTRAL,0.082084596,0.255206645,0.662648797,6.00E-05
1110,Social Media,Facebook,20190307,facebook cracks down on vaccine misinformation ,https://www.wsj.com/articles/facebook-cracks-down-on-vaccine-misinformation-11551989347,NEGATIVE,0.003317679,0.990151584,0.006527831,2.85E-06
1111,Social Media,Facebook,20190307,facebook shift nods to example of chinese super app wechat ,https://www.wsj.com/articles/facebook-shift-nods-to-example-of-chinese-super-app-wechat-11551972136,NEGATIVE,0.02412707,0.802526951,0.173275799,7.02E-05
1112,E-commerce,Amazon,20190307,alexa can you be empathetic all knowing and funny ,https://www.wsj.com/articles/alexa-can-you-be-empathetic-all-knowing-and-funny-11551971093,POSITIVE,0.956411004,0.003205232,0.040380791,2.94E-06
1113,E-commerce,Amazon,20190307,stocks to watch amazon allergan amgen american eagle guidewire software ,https://www.wsj.com/articles/stocks-to-watch-amazon-allergan-amgen-american-eagle-guidewire-software-11551960420,NEGATIVE,0.00836685,0.561590433,0.429614723,0.000427896
1114,Social Media,Facebook,20190307,if youre creeped out by facebook here are the settings to check ,https://www.wsj.com/articles/if-youre-creeped-out-by-facebook-here-are-the-settings-to-check-11551880802,NEUTRAL,0.089408942,0.25500378,0.655563951,2.33E-05
1115,Social Media,Facebook,20190307,when mark zuckerberg said privacy he didnt mean privacy from facebook ,https://www.wsj.com/articles/when-mark-zuckerberg-said-privacy-he-didnt-mean-privacy-from-facebook-11551991351,NEUTRAL,0.005591861,0.257550925,0.736840069,1.71E-05
1116,Social Media,Facebook,20190308,four charts that show why mark zuckerberg is overhauling facebook ,https://www.wsj.com/articles/four-charts-that-show-why-mark-zuckerberg-is-overhauling-facebook-11552070444,NEUTRAL,0.01988296,0.035317291,0.944790542,9.24E-06
1117,E-commerce,Walmart,20190308,stocks to watch costco marvell okta mdc partners american outdoor brands and eventbrite ,https://www.wsj.com/articles/stocks-to-watch-costco-marvell-okta-mdc-partners-american-outdoor-brands-and-eventbrite-11552045779,NEUTRAL,0.018899165,0.000213926,0.980865836,2.10E-05
1118,Airline,Southwest Airlines,20190308,faa warns southwest mechanics that contract standoff could be safety risk ,https://www.wsj.com/articles/faa-warns-southwest-mechanics-that-contract-standoff-could-be-safety-risk-11552083405,NEUTRAL,0.002125718,0.21198006,0.785880446,1.38E-05
1119,Social Media,Facebook,20190308,elizabeth warren calls for breakup of amazon google facebook ,https://www.wsj.com/articles/elizabeth-warren-calls-for-breakup-of-amazon-google-facebook-11552065735,NEGATIVE,0.014391018,0.622896135,0.362704188,8.77E-06
1120,E-commerce,Amazon,20190308,elizabeth warren calls for breakup of amazon google facebook ,https://www.wsj.com/articles/elizabeth-warren-calls-for-breakup-of-amazon-google-facebook-11552065735,NEGATIVE,0.014391018,0.622896135,0.362704188,8.77E-06
1121,E-commerce,Walmart,20190312,problems begin to mount for edward lamperts new sears ,https://www.wsj.com/articles/problems-begin-to-mount-for-edward-lamperts-new-sears-11552422446,NEGATIVE,0.001353181,0.988824308,0.009783168,3.93E-05
1122,Social Media,Facebook,20190312,facebook this isnt how you make friends ,https://www.wsj.com/articles/facebook-this-isnt-how-you-make-friends-11552414506,NEGATIVE,0.012593077,0.638740242,0.348617405,4.93E-05
1123,Healthcare,UnitedHealth Group,20190312,unitedhealth to require drug rebates go to consumers ,https://www.wsj.com/articles/unitedhealth-to-require-drug-rebates-go-to-consumers-11552384802,NEUTRAL,0.006489504,0.455790401,0.537697434,2.27E-05
1124,Airline,United Airlines Holdings,20190313,how to hide an empire review the greater united states ,https://www.wsj.com/articles/how-to-hide-an-empire-review-the-greater-united-states-11552518511,MIXED,0.001004082,0.00783542,0.0234487,0.967711806
1125,E-commerce,Amazon,20190313,pandora pitches ads targeted to amazon and google smart speakers ,https://www.wsj.com/articles/pandora-pitches-ads-targeted-to-amazon-and-google-smart-speakers-11552471201,NEUTRAL,0.049563102,0.310540736,0.639817238,7.89E-05
1126,Fast Food,Starbucks,20190313,starbucks struggles to beat hot startup on delivery in china ,https://www.wsj.com/articles/starbucks-struggles-to-beat-hot-startup-on-delivery-in-china-11552469400,NEUTRAL,0.008429266,0.106053255,0.885413349,0.000104176
1127,Social Media,Facebook,20190314,facebook and instagram suffer lengthy outages ,https://www.wsj.com/articles/facebook-and-instagram-suffer-lengthy-outages-11552539752,NEGATIVE,0.000474061,0.995155215,0.004366477,4.30E-06
1128,Social Media,Facebook,20190314,facebook goes a courtin ,https://www.wsj.com/articles/facebook-goes-a-courtin-11552581720,NEGATIVE,0.010059404,0.81117624,0.178762704,1.69E-06
1129,E-commerce,Amazon,20190314,amazon cloud doesnt darken mongodb outlook ,https://www.wsj.com/articles/amazon-cloud-doesnt-darken-mongodb-outlook-11552579496,NEGATIVE,0.037042219,0.928962529,0.033989605,5.64E-06
1130,Social Media,Facebook,20190314,two top facebook executives leaving company ,https://www.wsj.com/articles/two-top-facebook-executives-leaving-company-11552594466,NEUTRAL,0.027207538,0.08099594,0.891768038,2.84E-05
1131,E-commerce,Amazon,20190314,walmart turns to food delivery to fend off amazon ,https://www.wsj.com/articles/walmart-turns-to-food-delivery-to-fend-off-amazon-11552555801,NEGATIVE,0.009226429,0.615209699,0.375549197,1.47E-05
1132,E-commerce,Walmart,20190314,walmart turns to food delivery to fend off amazon ,https://www.wsj.com/articles/walmart-turns-to-food-delivery-to-fend-off-amazon-11552555801,NEGATIVE,0.009226429,0.615209699,0.375549197,1.47E-05
1133,E-commerce,Amazon,20190315,amazon hq2 runs into community activists in virginia too ,https://www.wsj.com/articles/amazon-hq2-runs-into-community-activists-in-virginia-too-11552656679,NEUTRAL,0.026954144,0.009207536,0.963836551,1.67E-06
1134,Social Media,Facebook,20190315,stocks to watch boeing facebook broadcom oracle adobe and ulta ,https://www.wsj.com/articles/stocks-to-watch-boeing-facebook-broadcom-oracle-adobe-and-ulta-11552646337,NEUTRAL,0.029970223,0.031217404,0.93851912,0.000293255
1135,Social Media,Twitter,20190315,ill tweet to that social media gives consumers newfound reach ,https://www.wsj.com/articles/ill-tweet-to-that-social-media-gives-consumers-newfound-reach-11552667731,NEUTRAL,0.031201862,0.090099491,0.878136575,0.000562005
1136,E-commerce,Amazon,20190315,amazon tests pop up feature touting its lower priced products ,https://www.wsj.com/articles/amazon-tests-pop-up-feature-touting-its-lower-priced-products-11552655614,NEGATIVE,0.008721726,0.978447974,0.012827555,2.79E-06
1137,E-commerce,Walmart,20190315,how sears lost the american shopper ,https://www.wsj.com/articles/how-sears-lost-the-american-shopper-11552647601,NEGATIVE,0.001353864,0.965233982,0.033410307,1.91E-06
1138,Social Media,Twitter,20190316,trump takes aim at gm google in saturday tweets ,https://www.wsj.com/articles/trump-takes-aim-at-gm-google-in-saturday-tweets-11552781288,NEUTRAL,0.022423528,0.420318693,0.557030022,0.000227853
1139,Social Media,Twitter,20190317,amtrak and freight railroad clash over tweets and train delays ,https://www.wsj.com/articles/amtrak-and-freight-railroad-clash-over-tweets-and-train-delays-11552836755,NEGATIVE,0.005410226,0.693398774,0.301003784,0.000187223
1140,Social Media,Twitter,20190318,trump again criticizes gms plant closure on twitter ,https://www.wsj.com/articles/trump-again-criticizes-gms-plant-closure-on-twitter-11552870119,NEGATIVE,0.000615077,0.731149197,0.268222362,1.33E-05
1141,Social Media,Facebook,20190318,can a facebook post make your insurance cost more ,https://www.wsj.com/articles/can-a-facebook-post-make-your-insurance-cost-more-11552915222,NEUTRAL,0.063835077,0.143898338,0.792261362,5.30E-06
1142,Social Media,Snapchat,20190318,stocks to watch synaptics apple noodles co snap and vera bradley ,https://www.wsj.com/articles/stocks-to-watch-synaptics-apple-noodles-co-snap-and-vera-bradley-11552905065,NEUTRAL,0.054605614,0.29248932,0.62789017,0.025014939
1143,E-commerce,Walmart,20190318,sears shoppers workers lament its demise ,https://www.wsj.com/articles/sears-shoppers-workers-lament-its-demise-11552914000,NEGATIVE,0.000550418,0.889416933,0.110021435,1.13E-05
1144,Social Media,Facebook,20190318,facebook wants to feed users more local news there just isnt enough of it ,https://www.wsj.com/articles/facebook-wants-to-feed-users-more-local-news-there-just-isnt-enough-of-it-11552903201,NEGATIVE,0.000581537,0.980178058,0.019236194,4.17E-06
1145,Fast Food,Mc Donalds,20190319,court upholds chicago officers sentence in laquan mcdonald killing ,https://www.wsj.com/articles/court-upholds-chicago-officers-sentence-in-laquan-mcdonald-killing-11553048329,NEUTRAL,0.000592155,0.044635382,0.95476532,7.20E-06
1146,Social Media,Facebook,20190319,facebook axes age gender and other targeting for some sensitive ads ,https://www.wsj.com/articles/facebook-axes-age-gender-and-other-targeting-for-some-sensitive-ads-11553018450,NEGATIVE,0.002914454,0.965528131,0.031448904,0.000108557
1147,Social Media,Facebook,20190319,facebook live has got to go ,https://www.wsj.com/articles/facebook-live-has-got-to-go-11553007109,NEUTRAL,0.126149446,0.374301493,0.499526113,2.29E-05
1148,E-commerce,Amazon,20190319,stocks to watch disney blackstone amazon com okta tilray healthequity ,https://www.wsj.com/articles/stocks-to-watch-disney-blackstone-amazon-com-okta-tilray-healthequity-11552992365,NEUTRAL,0.03261368,0.00038621,0.966908276,9.18E-05
1149,E-commerce,Amazon,20190319,instagram encroaches on amazon with new shopping feature ,https://www.wsj.com/articles/instagram-encroaches-on-amazon-with-new-shopping-feature-11552996800,NEUTRAL,0.127406195,0.388314724,0.484214753,6.43E-05
1150,E-commerce,Amazon,20190319,argentina company wants to build amazon of latin america ,https://www.wsj.com/articles/argentina-company-wants-to-build-amazon-of-latin-america-11552987801,NEUTRAL,0.001054316,0.050803449,0.948131025,1.12E-05
1151,Social Media,Facebook,20190320,lithuanian man pleads guilty to 100 million fraud against google facebook ,https://www.wsj.com/articles/lithuanian-man-pleads-guilty-to-100-million-fraud-against-google-facebook-11553126126,NEGATIVE,0.001521564,0.604986846,0.393475205,1.63E-05
1152,Fast Food,Starbucks,20190320,starbucks to debut new lids this summer in six cities ,https://www.wsj.com/articles/starbucks-to-debut-new-lids-this-summer-in-six-cities-11553091555,NEUTRAL,0.004115918,7.41E-05,0.995809078,9.82E-07
1153,Healthcare,Pfizer,20190320,pfizer adds to big pharmas gene therapy deal streak ,https://www.wsj.com/articles/pfizer-adds-to-big-pharmas-gene-therapy-deal-streak-11553081391,NEUTRAL,0.36596477,0.204897568,0.426160336,0.002977318
1154,E-commerce,Walmart,20190321,pinterest pins tech hopes on walmart technology chief ,https://www.wsj.com/articles/pinterest-pins-tech-hopes-on-walmart-technology-chief-11553209071,NEUTRAL,0.018912783,0.067744009,0.913332641,1.06E-05
1155,E-commerce,Amazon,20190321,ford names former amazon veteran as next finance chief ,https://www.wsj.com/articles/ford-names-former-amazon-veteran-as-next-finance-chief-11553173749,NEUTRAL,0.012873529,0.000909064,0.986210287,7.14E-06
1156,E-commerce,Walmart,20190321,bankruptcy judge pushes new sears to resolve dispute with old company ,https://www.wsj.com/articles/bankruptcy-judge-pushes-new-sears-to-resolve-dispute-with-old-company-11553203211,NEUTRAL,0.004989842,0.216411099,0.778569877,2.92E-05
1157,E-commerce,Amazon,20190321,walmart builds a secret weapon to battle amazon for retails future ,https://www.wsj.com/articles/walmart-builds-a-secret-weapon-to-battle-amazon-for-retails-future-11553181810,NEGATIVE,0.015218788,0.776279747,0.208490252,1.12E-05
1158,E-commerce,Walmart,20190321,walmart builds a secret weapon to battle amazon for retails future ,https://www.wsj.com/articles/walmart-builds-a-secret-weapon-to-battle-amazon-for-retails-future-11553181810,NEGATIVE,0.015218788,0.776279747,0.208490252,1.12E-05
1159,Social Media,Facebook,20190321,facebook our ai tools failed to catch new zealand attack video ,https://www.wsj.com/articles/facebook-our-ai-tools-failed-to-catch-new-zealand-attack-video-11553156141,NEGATIVE,0.000449038,0.935626268,0.063911714,1.30E-05
1160,Social Media,Facebook,20190322,facebook says millions of users passwords were improperly stored in internal systems ,https://www.wsj.com/articles/facebook-says-millions-of-users-passwords-were-improperly-stored-in-internal-systems-11553186974,NEUTRAL,0.000846916,0.167929918,0.831211925,1.13E-05
1161,E-commerce,Amazon,20190324,amazon to whole foods online delivery customers were out of celery hows kale ,https://www.wsj.com/articles/amazon-to-whole-foods-online-delivery-customers-were-out-of-celery-hows-kale-11553425200,NEGATIVE,0.001558608,0.598289728,0.400078028,7.36E-05
1162,Fast Food,Mc Donalds,20190325,mcdonalds nears deal to buy israeli digital startup dynamic yield ,https://www.wsj.com/articles/mcdonalds-nears-deal-to-buy-israeli-digital-startup-dynamic-yield-11553552124,NEUTRAL,0.042395283,0.002428183,0.955140591,3.60E-05
1163,Social Media,Twitter,20190325,stocks to watch bank of america apple twitter freeport mcmoran ,https://www.wsj.com/articles/stocks-to-watch-bank-of-america-apple-twitter-freeport-mcmoran-11553510574,NEUTRAL,0.004083566,0.007794673,0.987588465,0.000533279
1164,Airline,Southwest Airlines,20190326,southwest 737 max makes emergency landing in orlando fla ,https://www.wsj.com/articles/southwest-737-max-makes-emergency-landing-in-orlando-fla-11553634595,NEUTRAL,0.060248319,0.003992173,0.934575021,0.001184472
1165,Social Media,Twitter,20190326,judges consider legality of trumps blocking users on twitter ,https://www.wsj.com/articles/judges-consider-legality-of-trumps-blocking-users-on-twitter-11553630440,NEUTRAL,0.004242559,0.069812797,0.911295474,0.01464921
1166,Fast Food,Mc Donalds,20190326,stocks to watch mcdonalds canopy growth nike ,https://www.wsj.com/articles/stocks-to-watch-mcdonalds-canopy-growth-nike-11553597909,MIXED,0.005345378,0.014568916,0.07581529,0.904270411
1167,E-commerce,Amazon,20190326,amazon executive to head unilevers beauty business amid digital push ,https://www.wsj.com/articles/amazon-executive-to-head-unilevers-beauty-business-amid-digital-push-11553601211,NEUTRAL,0.121130101,0.018310979,0.84532398,0.01523494
1168,E-commerce,Amazon,20190326,dont just buy now when shopping on amazon you need to pay attention ,https://www.wsj.com/articles/dont-just-buy-now-when-shopping-on-amazon-you-need-to-pay-attention-11553592600,NEGATIVE,0.001189839,0.973890662,0.02490747,1.20E-05
1169,Airline,Southwest Airlines,20190327,southwest airlines cuts sales forecast ,https://www.wsj.com/articles/southwest-airlines-cuts-sales-forecast-11553686160,NEUTRAL,0.004576582,0.104774021,0.890574694,7.48E-05
1170,Social Media,Facebook,20190327,facebook vows to block white nationalism separatism on site ,https://www.wsj.com/articles/facebook-vows-to-block-white-nationalism-separatism-on-site-11553711344,NEUTRAL,0.001159572,0.479817361,0.518945456,7.76E-05
1171,Social Media,Facebook,20190327,pressure mounts on facebook to police users content ,https://www.wsj.com/articles/pressure-mounts-on-facebook-to-police-users-content-11553690518,NEGATIVE,0.020382458,0.57807827,0.401526242,1.30E-05
1172,Social Media,Twitter,20190328,trump taunts opec in tweets as u s officials court the cartel ,https://www.wsj.com/articles/trump-taunts-opec-in-tweets-as-u-s-officials-court-the-cartel-11553807121,NEUTRAL,0.000504548,0.206158385,0.793305159,3.19E-05
